PersonRef,PersonID,PersonSystemId,FirstName,LastName,Other Details,Title,Occupation,Office,Residence,IsDeleted,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"JO/446",446,"JO","Robert","Row",,"Mr","minister",,"Abercorn",0,"Involved in cases in 1644 and 1648. Minister at Abercorn 1642-1661. Was Commissioner of Assembly in 1648, joined Protesters and was confined in 1660.","jhm","07/24/01 15:05:47","jhm","01/22/04 15:17:20"
"JO/447",447,"JO","John","Dunlop",,"Mr","minister",,"East Calder",0,"Involved in case in 1644. Minister 1642-1648.","jhm","07/24/01 15:20:59","jhm","01/07/04 16:18:16"
"JO/448",448,"JO","Andrew","Keir",,"Mr","minister",,"Carriden",0,"Minister at Carriden 1621-1650. Involved in cases in 1644 and 1648.","jhm","07/24/01 15:25:05","jhm","12/01/03 14:18:35"
"JO/449",449,"JO","Thomas","Spittal",,"Mr","minister",,"Falkirk",0,"Minister at Falkirk, 1626-46. Involved in case in 1644.","jhm","07/24/01 15:29:27","jhm","12/15/03 12:15:46"
"JO/451",451,"JO","David","Drummond",,"Mr","minister",,"Linlithgow",0,"Minister at Linlithgow from 1646. Involved in case in 1648. Not the same as LA/1323.","jhm","07/25/01 10:01:34","jhm","01/07/04 11:48:20"
"JO/452",452,"JO","William","Tweedie",,"Mr","minister",,"Slamannan",0,"Minister at Slamannan 1647-58. Involved in case in 1648.","jhm","07/25/01 10:02:54","jhm","12/18/03 11:14:07"
"JO/453",453,"JO","John","Durie",,"Mr","minister",,"Dalmeny",0,"Minister at Dalmeny, 1646-56. Not the same as JO/1415. Involved in cases in 1648-9.","jhm","07/25/01 10:04:01","jhm","11/20/03 16:22:44"
"JO/454",454,"JO","John","Hart",,,,"bailie","Queensferry",0,"Involved in case in 1644.","jhm","07/26/01 15:09:51","jhm","11/27/03 11:45:45"
"JO/455",455,"JO","Edward","Little",,,,"bailie","Queensferry",0,"Involved in case in 1649.","jhm","07/26/01 15:10:52","jhm","12/01/03 16:08:22"
"JO/456",456,"JO","Thomas","Wilson",,,,"bailie","Queensferry",0,"Involved in case in 1644.","jhm","07/26/01 15:12:14","jhm","12/18/03 16:10:58"
"JO/457",457,"JO","Samuel","Wilson",,,,"bailie","Queensferry",0,"Involved in case in 1644.","jhm","07/26/01 15:59:38","jhm","12/18/03 16:10:20"
"JO/458",458,"JO","William","Burnet",,"of Barns",,,"Barns",0,"Involved in cases in 1629.","jhm","07/27/01 12:10:46","jhm","12/19/03 14:52:01"
"JO/459",459,"JO","James","Naismith",,"of Posso",,,"Manor, Peebles",0,"Involved in cases in 1629.","jhm","07/27/01 12:11:57","jhm","12/05/03 11:59:01"
"JO/460",460,"JO","Alexander","Greig",,"Mr","minister",,"Drumelzier",0,"At Drumelzier 1605-1645. Involved in 1644.","jhm","07/30/01 11:08:39","jhm","11/27/03 11:03:20"
"JO/461",461,"JO","William","Dickson",,"Mr","minister",,"Glenholm",0,"Glenholm in Biggar presbytery. Minister there from 1643. Involved in case in 1644.","jhm","07/30/01 11:09:18","jhm","11/20/03 14:57:51"
"JO/462",462,"JO","James","Dickson",,"Mr","minister",,"Broughton",0,"Broughton parish in Biggar presbytery, minister there 1617-1644. Involved in case in 1644.","jhm","07/30/01 11:10:07","jhm","11/20/03 14:56:48"
"JO/463",463,"JO","Patrick","Fleming",,"Mr","minister",,"Stobo",0,"At Stobo from 1640. Involved in cases in 1644 and 1649.","jhm","07/30/01 11:10:45","jhm","11/25/03 10:21:35"
"JO/464",464,"JO","Kenneth","Logie",,"Mr","minister",,"Skirling",0,"At Skirling from 1640. Skirling in Peebles presbytery until 1644. Involved in case in 1644.","jhm","07/30/01 11:11:30","jhm","12/01/03 16:20:13"
"JO/466",466,"JO","William","Tweedie",,,,"ruling elder",,0,"Involved in case in 1644.","jhm","07/30/01 11:13:25","jhm","12/18/03 11:14:25"
"JO/467",467,"JO","Thomas","Wilson",,,,"rulng elder",,0,"Involved in case in 1644.","jhm","07/30/01 11:14:12","jhm","12/18/03 16:10:34"
"JO/468",468,"JO","Michael","Scott",,"Mr",,"ruling elder","Glebe Milne",0,"Involved with cases in 1644 and also accused from Peebles  in 1649-50.","jhm","07/30/01 11:14:30","jhm","12/12/03 15:30:57"
"JO/469",469,"JO","Hugh","Ker",,"Mr","minister",,"Lyne and Megget",0,"Minister at Lyne and Megget, 1627-1660. Involved in cases in 1644.","jhm","07/30/01 11:34:22","jhm","12/01/03 14:36:18"
"JO/470",470,"JO","Alexander","Spittal",,"Mr","minister",,"Manor",0,"Minister at Manor, 1622-1661. Involved in cases in 1644 and 1649.","jhm","07/30/01 11:35:22","jhm","12/15/03 12:15:27"
"JO/471",471,"JO","Patrick","Purdie",,"Mr","minister",,"Newlands",0,"Minister at Newlands, 1634-1681. Involved in cases in 1644 and 1649.","jhm","07/30/01 11:47:52","jhm","12/12/03 09:36:49"
"JO/472",472,"JO","Andrew","Watson",,,,,,0,"No information about him but he may be the same as Mr Andrew Watson JO/478 who was also involved with cases from Peebles in 1649-50.. Involved in cases in 1644 and 1649.","jhm","07/30/01 11:48:46","jhm","12/18/03 14:49:09"
"JO/473",473,"JO","James","Smith",,"Mr",,"?ruling elder",,0,"No details but may have been a ruling elder in Peebles area. Involved in cases in 1644.","jhm","07/30/01 11:50:25","jhm","12/15/03 11:51:45"
"JO/474",474,"JO","Robert","Scott",,"Mr","minister",,"Eddleston",0,"Minister at Eddleston, 1640-60. Does not appear to have been linked with any cases.","jhm","07/31/01 12:04:25","jhm","12/12/03 15:45:15"
"JO/475",475,"JO","William","Thomson",,"Mr","minister",,"Traquair",0,"Minister at Traquair, 1646-1662. Involved with case in 1649.","jhm","07/31/01 12:05:22","jhm","12/17/03 11:17:19"
"JO/476",476,"JO","Hugh","Gray",,"Mr","minister",,"Kailizie",0,"Minister at Kailizie, 1647-1674. Involved in cases in 1649 and 1661.","jhm","07/31/01 12:06:04","jhm","11/27/03 10:44:26"
"JO/477",477,"JO","Alexander","Dickson",,"Mr","minister",,"Kirkurd",0,"Minister at Kirkurd, 1642-61. Involved in cases in 1649 and 1661.","jhm","07/31/01 12:13:19","jhm","11/20/03 14:55:49"
"JO/478",478,"JO","Andrew","Watson",,"Mr",,,,0,"Involved with cases in 1649-50. No information but may be the same as Andrew Watson JO/472 who was also involved with cases from Peebles witches in 1644 and 1649.","jhm","07/31/01 13:12:07","jhm","12/18/03 14:50:14"
"JO/479",479,"JO","James","Douglas",,,,,,0,"Few details but involved with Peebles witches in 1649-50.","jhm","07/31/01 13:13:43","jhm","11/20/03 15:14:35"
"JO/480",480,"JO","James","Cockburn",,,,"bailie","Skirling",0,"Bailie of Skirling in 1649. Involved with Peebles witches in 1649-50.","jhm","07/31/01 13:15:20","jhm","11/20/03 11:54:22"
"JO/481",481,"JO","William","Lowes",,,,"bailie","Peebles",0,"Bailie in Peebles in 1649, involved with Peebles witches in 1649-50. Not the same as LA/1690 as involved with same cases.","jhm","07/31/01 13:16:23","jhm","12/01/03 16:29:07"
"JO/482",482,"JO","Alexander","Trotter",,"Mr","minister",,"Tweedsmuir",0,"Involved in case in 1649. Minister at Tweedsmuir 1644-1661.","jhm","07/31/01 14:46:48","jhm","12/18/03 11:40:12"
"JO/483",483,"JO","Robert","Thomson",,,,"bailie",,0,"Involved with Peebles cases in 1649.","jhm","07/31/01 14:52:07","jhm","12/17/03 11:15:39"
"JO/484",484,"JO","Alexander","Lauder",,,,,,0,"Involved with Peebles witches in 1649.","jhm","07/31/01 15:17:21","jhm","12/01/03 15:28:04"
"JO/485",485,"JO","Theodore","Hay",,"Mr",,,"Peebles",0,"No other details but involved with Peebles witches, 1649.","jhm","07/31/01 15:34:34","jhm","11/27/03 14:25:51"
"JO/486",486,"JO","John","Horseburgh",,,,,,0,"Involved with Peebles cases 1649.","jhm","07/31/01 15:35:43","jhm","01/09/04 12:30:35"
"JO/488",488,"JO","Thomas","Williamson",,,,,,0,"Involved with Peebles case in 1649. ?related to James Williamson LA/1626.","jhm","07/31/01 15:38:35","jhm","12/18/03 15:58:49"
"JO/489",489,"JO","Robert","Elliot",,"Mr","minister",,"West Linton",0,"Minister at West Linton, 1647-75. Was at Kilbucho from 1621-47. On Commission of Assembly in 1648. Involved in cases in 1642, 1649-50.","jhm","08/01/01 10:03:17","jhm","11/20/03 16:38:48"
"JO/490",490,"JO","John","Veitch",,"Sir of Dawick",,,"Dawick",0,"The family name was probably Veitch as they held the estate although recorded as Vaith. Involved in cases in 1661-2.","jhm","08/01/01 10:41:15","jhm","12/18/03 12:10:04"
"JO/492",492,"JO","William","Horseburgh",,"of that Ilk",,,,0,"Few details but commissioner in 1661-2.","jhm","08/01/01 10:50:44","jhm","12/01/03 09:52:56"
"JO/493",493,"JO","George","Tait",,"of Pirn",,,"Pirn",0,"Commissioner in 1661-2. May be the same as or related to George Tait of Pirn LA/1641 who was involved in cases in 1649.","jhm","08/01/01 10:51:27","jhm","01/22/04 14:46:18"
"JO/494",494,"JO","William","Russell",,"of Slipperfield",,,"Slipperfield",0,"Commissioner in 1661.","jhm","08/01/01 10:52:18","jhm","12/12/03 14:13:57"
"JO/495",495,"JO","George","Brown",,"of Scotstoun",,,"Scotstoun",0,"Commissioner in 1661 to 1662.","jhm","08/01/01 10:53:30","jhm","11/18/03 11:23:27"
"JO/496",496,"JO","Walter","Murray",,"of Halmyre",,,"Halmyre",0,"Commissioner in 1661-2.","jhm","08/01/01 10:54:05","jhm","12/05/03 10:54:34"
"JO/497",497,"JO","John","Hay",,"Mr","minister",,"Manor",0,"Minister at Manor and involved in cases in 1661.","jhm","08/01/01 10:59:49","jhm","11/27/03 14:18:34"
"JO/498",498,"JO","James","Smith",,"Mr","minister",,"Innerleithen",0,"Minister at Innerleithen, 1641-66. Involved in cases in 1661.","jhm","08/01/01 11:00:42","jhm","12/15/03 11:58:56"
"JO/499",499,"JO","Robert","Brown",,"Mr","minister",,"Broughton",0,"Minister at Broughton 1644-66. Involved in case in 1650.","jhm","08/02/01 10:16:47","jhm","11/18/03 11:30:51"
"JO/500",500,"JO","John","Crawford",,"Mr","minister",,"Wandel and Lamington",0,"Minister at Wandel and Lamington 1645-64. Involved in case in 1650.","jhm","08/02/01 10:18:26","jhm","11/20/03 13:51:09"
"JO/501",501,"JO","Thomas","Lindsay",,"Mr","minister",,"Walston",0,"Minister at Walston 1621-55. Involved in case in 1650.","jhm","08/02/01 10:19:30","jhm","01/22/04 11:12:06"
"JO/502",502,"JO","Patrick","Cooper",,"Mr","minister",,"Pittenweem",0,"Minister at Pittenweem 1692-1741. Involved in cases in 1708-9.","jhm","08/02/01 15:48:12","jhm","11/20/03 13:30:52"
"JO/503",503,"JO","John","Sinclair",,"Sir of Lochend",,,"Lochend",0,"Commissioner in 1688.","jhm","08/15/01 12:26:06","jhm","12/15/03 10:36:28"
"JO/504",504,"JO","William","Baird",,"Sir of Newbyth",,,"Newbyth",0,"Commissioner in 1688.","jhm","08/15/01 12:26:58","jhm","11/12/03 15:29:25"
"JO/505",505,"JO","Robert","Hamilton",,"of Pressmennan",,,"Pressmennen",0,"No details but commissioner in 1688","jhm","08/15/01 12:28:18","jhm","11/27/03 12:45:16"
"JO/506",506,"JO","Archibald","Murray",,"of Spott",,,"Spott",0,"Commissioner in 1688.","jhm","08/15/01 12:28:43","jhm","12/05/03 10:28:14"
"JO/507",507,"JO","James","Muir",,"of Bourhouses",,,"Bourhouses",0,"Commissioner in 1688. Name also spelt Mure.","jhm","08/15/01 12:29:52","jhm","12/05/03 10:09:31"
"JO/508",508,"JO","Robert","Lauder",,"Mr",,"Clerk of the exchequer",,0,"Commissioner in 1688.","jhm","08/15/01 12:30:28","jhm","12/01/03 15:21:48"
"JO/509",509,"JO","James","Forrest",,,,"bailie","Dunbar",0,"Former bailie of Dunbar and commissioner in 1688.","jhm","08/15/01 12:31:03","jhm","11/25/03 11:44:06"
"JO/510",510,"JO","William","Kirkwood",,,"merchant",,"Dunbar",0,"Commissioner in 1688.","jhm","08/15/01 12:31:46","jhm","12/01/03 14:54:06"
"JO/511",511,"JO","James","Smith",,,"merchant",,"Dunbar",0,"Commissioner in 1688.","jhm","08/15/01 12:32:20","jhm","12/15/03 11:51:59"
"JO/512",512,"JO","George","Purves",,"Mr",,"bailie","Dunbar",0,"Commissioner in 1688.","jhm","08/15/01 12:36:32","jhm","12/12/03 09:37:39"
"JO/513",513,"JO","George","Rutherford",,,,"bailie","Dunbar",0,"Commissioner in 1688.","jhm","08/15/01 12:37:22","jhm","12/12/03 14:18:08"
"JO/514",514,"JO","George","Sinclair",,,,"bailie","Dunbar",0,"Commissioner in 1688.","jhm","08/15/01 12:38:56","jhm","12/15/03 10:19:57"
"JO/515",515,"JO","Thomas","Wood",,"Mr","minister",,"Dunbar",0,"Minister at Dunbar 1681-1688. Involved in case in 1688.","jhm","08/15/01 12:41:37","jhm","12/18/03 16:16:54"
"JO/516",516,"JO","Patrick","Brown",,"Mr","lawyer","Procurator Fiscal",,0,"Involved in 1688 case.","jhm","08/16/01 09:09:18","jhm","11/18/03 11:27:52"
"JO/517",517,"JO","Alexander","Crombie",,,,"sheriff officer","Dunbar",0,"Involved in 1688 case.","jhm","08/16/01 09:12:21","jhm","11/20/03 14:03:20"
"JO/518",518,"JO","John","Hall",,"Sir of Dunglass",,,"Dunglass",0,"Commissioner in 1688.","jhm","08/16/01 10:29:44","jhm","11/27/03 12:12:34"
"JO/519",519,"JO","James","Crombie",,,,,"Eastbarns",0,"Involved in 1688 case.","jhm","08/16/01 10:37:58","jhm","11/20/03 14:03:34"
"JO/520",520,"JO","Alexander","Cairns",,,,"beadle","Dunbar",0,"Involved in 1688 case.","jhm","08/16/01 10:50:49","jhm","11/20/03 10:10:34"
"JO/521",521,"JO","John","Rutherford",,,,"bailie","Prestonpans",0,"Involved in case in 1678 when he imprisoned accused and tortured Katherine Liddell wrongfully. Called to appear before the Privy Council but discharged. Also involved in case in 1679. May have lived in Haddington rather than Prestonpans.","jhm","08/16/01 11:37:46","jhm","12/12/03 14:25:59"
"JO/522",522,"JO","William","Atchiesone",,,,"officer","Prestonpans",0,"Imprisoned and tortured accused witch in 1678.","jhm","08/16/01 11:40:36","jhm","11/12/03 15:05:43"
"JO/523",523,"JO","David","Cowan",,,"drummer/witch-pricker",,"Prestonpans",0,"Accused of imprisoning and pricking accused witch in 1678. Also involved in 1679. Later taken prisoner himself. Ordered not to search for marks again without license from the Privy Council.","jhm","08/16/01 11:42:03","jhm","01/07/04 11:14:39"
"JO/524",524,"JO","David","Cowie",,,"salter",,"Prestonpans",0,"Accused of imprisoning and torturing an accused witch in 1678.","jhm","08/16/01 11:44:24","jhm","01/07/04 11:14:54"
"JO/525",525,"JO","John","Stevenson",,,"salter",,"Prestonpans",0,"Accused of imprisoning and torturing accused witch in 1678.","jhm","08/16/01 11:45:16","jhm","12/15/03 12:26:23"
"JO/526",526,"JO","James","Robertson",,,"mariner",,"Prestonpans",0,"Accused of imprisoning and torturing an accused witch in 1678.","jhm","08/16/01 11:45:54","jhm","12/12/03 11:42:46"
"JO/527",527,"JO","James","Anderson","indweller",,,,"Prestonpans",0,"Accused of imprisoning and torturing accused witch in 1678.","jhm","08/16/01 11:46:32","jhm","11/12/03 14:41:24"
"JO/528",528,"JO","John","Nicolson",,"Sir of that Ilk",,,,0,"Commissioner in 1678.","jhm","08/16/01 12:04:32","jhm","12/05/03 12:18:14"
"JO/529",529,"JO","John","Clerk",,"Mr of Penicuik",,,"Penicuik",0,"Involved in cases in 1662 and 1678.","jhm","08/16/01 12:05:09","jhm","11/20/03 11:33:18"
"JO/530",530,"JO","John","Johnston",,"of Polton",,,"Polton",0,"Commissioner in 1678.","jhm","08/16/01 12:07:50","jhm","12/01/03 14:13:08"
"JO/532",532,"JO","John","Row",,,,"chamberlain","Carrington",0,"Commissioner in 1678.","jhm","08/16/01 12:12:56","jhm","12/12/03 12:20:01"
"JO/533",533,"JO","Richard","Elphinstone",,"of Airth",,,"Airth, Linlithgow",0,"Commissioner in 1679.","jhm","08/16/01 13:49:27","jhm","11/20/03 16:41:11"
"JO/534",534,"JO",,"Sandilands",,"of Hilderston",,,"Hilderston",0,"Commissioner in 1679. May be the same as or related to Willliam Sandilands LA/1530.","jhm","08/16/01 13:50:26","jhm","12/12/03 14:41:55"
"JO/535",535,"JO","Robert","Hamilton",,"of Dechmont",,"bailie of Bo'ness","Dechmont, Linlithgow",0,"Involved in 1679 and 1680.  Could be Lethmont?","jhm","08/16/01 13:52:06","jhm","11/27/03 12:43:28"
"JO/536",536,"JO","John","Harper",,"Sir","advocate","Sheriff Depute of Lanark","Lanark",0,"Commissioner in 1670 and 1679.","jhm","08/16/01 13:53:38","jhm","11/27/03 14:03:12"
"JO/537",537,"JO","William","Dundas",,"Mr","advocate",,,0,"Commissioner in 1679.","jhm","08/16/01 13:54:28","jhm","11/20/03 16:10:55"
"JO/538",538,"JO","William","Baillie",,"of Lamington",,,"Lamington",0,"Commissioner in 1678.May be the same as, or related to, JO/1463.","jhm","08/16/01 15:01:39","jhm","11/12/03 15:24:12"
"JO/539",539,"JO","Adam","Cockburn",,"of Ormiston",,,"Ormiston",0,"Commissioner in 1678. Related to the two George Cockburns (JO/544 and LA/522)","jhm","08/16/01 15:02:28","jhm","01/07/04 11:03:26"
"JO/540",540,"JO","Robert","Hepburn",,"Sir of Keith",,,"Keith",0,"Involved in cases in 1661 and 1678. Ordered to carry out execution in 1678.","jhm","08/16/01 15:05:05","jhm","11/27/03 15:31:10"
"JO/541",541,"JO","John","Pringle",,"of Woodhead",,,"Woodhead",0,"Involved in cases and ordered to oversee execution in 1678.","jhm","08/16/01 15:06:22","jhm","12/05/03 16:33:20"
"JO/542",542,"JO","William","Cuningham",,"the younger of Enterkin",,,"Enterkin",0,"Involved in cases in 1678.","jhm","08/16/01 15:09:51","jhm","11/20/03 14:17:40"
"JO/543",543,"JO","David","Hepburn",,"of Randerston",,,"Randerston",0,"Involved in cases in 1678.","jhm","08/16/01 15:10:32","jhm","11/27/03 15:31:39"
"JO/544",544,"JO","George","Cockburn",,"Mr of Ormiston",,,"Ormiston",0,"Uncle to Adam Cockburn of Ormiston (JO/539) and related to George Cockburn (LA/522). Involved in cases in 1678.","jhm","08/16/01 15:11:28","jhm","11/20/03 11:45:39"
"JO/545",545,"JO","Robert","Cockburn",,"Mr",,,,0,"Uncle to Adam Cockburn of Ormiston (JO/539) and also related to JO/544 and LA/522. Involved in cases in 1678.","jhm","08/16/01 15:12:16","jhm","11/20/03 12:00:38"
"JO/546",546,"JO","William","Borthwick",,"of Johnstonburn",,,"Johnstonburn, Haddington",0,"Involved in cases in 1649 and 1678.","jhm","08/16/01 15:12:51","jhm","11/18/03 10:34:37"
"JO/547",547,"JO","John","Belshes",,"of that Ilk",,,,0,"Involved in cases in 1678.","jhm","08/16/01 15:13:18","jhm","12/19/03 14:37:47"
"JO/548",548,"JO","James","Calderwood",,"Mr","minister",,"Humbie",0,"Involved in cases in 1678. May be the same as LA/368 but probably not.","jhm","08/16/01 15:14:42","jhm","11/20/03 10:18:33"
"JO/549",549,"JO","Robert","Spottiswoode",,"Mr","minister",,"Crighton",0,"Involved in cases in 1678-9 and 1683. Minister at Temple 1663, transferred to Crichton in 1676 and deprived in 1681.","jhm","08/16/01 15:16:20","jhm","12/15/03 16:46:42"
"JO/550",550,"JO","James","Cockburn",,"Mr","minister",,"Pencaitland",0,"Involved in cases in 1678. ?related to the Cockburns of Ormiston.","jhm","08/16/01 15:17:12","jhm","11/20/03 11:47:11"
"JO/551",551,"JO","George","Moodie",,"Mr","minister",,"Fala",0,"Involved in cases in 1678. Minister at Fala 1674-1681 when he was deprived,","jhm","08/16/01 15:17:53","jhm","12/05/03 11:44:34"
"JO/552",552,"JO","James","Grierson",,"Mr",,"reader","Ormiston",0,"Involved in cases in 1678.","jhm","08/16/01 15:18:30","jhm","11/27/03 11:13:14"
"JO/553",553,"JO","Patrick","Houstoun",,"Sir of that Ilk",,,"Houstoun, Renfrew",0,"Involved in 1662 and 1677.","jhm","08/16/01 16:27:12","jhm","12/01/03 09:57:45"
"JO/554",554,"JO","John","Shaw",,"Sir of Greenock",,,"Greenock",0,"Commissioner in 1662, 1677; also commissioner in 1697 Christian Saw case and in 1699-1700.","jhm","08/16/01 16:28:02","jhm","12/12/03 16:23:08"
"JO/555",555,"JO","James","Brisbane",,"of Bishopton",,,"Bishopton",0,"Commissioner in 1677. Related to John Brisbane (LA/553 and JO/961) who were involved in cases in 1629 and 1662.","jhm","08/17/01 09:11:16","jhm","11/18/03 10:42:56"
"JO/556",556,"JO","John","Anderson",,"the younger of Dowhill",,,"Dowhill",0,"Commissioner in 1677.","jhm","08/17/01 09:12:05","jhm","11/12/03 14:39:17"
"JO/557",557,"JO","Patrick","Brown",,"of Colstoun",,,"Colstoun",0,"He was commissioner in 1677 and was involved in cases in 1649, 1661-2 and 1677-8.","jhm","08/17/01 10:30:57","jhm","11/18/03 11:18:47"
"JO/558",558,"JO","William","Hamilton",,"of Orbistoun",,,"Orbistoun",0,"Commissioner in 1677.","jhm","08/17/01 11:27:27","jhm","11/27/03 12:50:44"
"JO/559",559,"JO","William","Stirling",,"of Law",,,"Law",0,"Commissioner in 1677.","jhm","08/17/01 11:28:28","jhm","12/15/03 15:29:41"
"JO/560",560,"JO",,"Napier",,"of Kilmahew",,,"Kilmahew",0,"Commissioner in 1677,","jhm","08/17/01 11:28:56","jhm","12/05/03 12:00:08"
"JO/561",561,"JO","John","Cuningham","Dumbarton","of Dumbarton",,"Sheriff Depute",,0,"Commissioner in 1677.","jhm","08/17/01 11:30:28","jhm","11/20/03 14:11:28"
"JO/562",562,"JO","John","Stirling",,"Laird of Keir",,,"Keir",0,"Possibly a Stirling. Involved in 1603 and 1677. The information provided is for 1677. The case from 1603 is probably an earlier laird, possibly his father. Probably related to Sir Archibald Stirling of Keir.","jhm","08/17/01 12:15:40","jhm","01/22/04 10:29:32"
